sepal_length,sepal_width,petal_length,petal_width,class,feature_kDN,feature_DS,feature_DCP,feature_TD_P,feature_TD_U,feature_CL,feature_CLD,feature_MV,feature_CB,feature_N1,feature_N2,feature_LSC,feature_LSR,feature_Harmfulness,feature_Usefulness,feature_F1,feature_F2,feature_F3,feature_F4,instance_hardness,comittee_vote
5.1,3.5,1.4,0.2,Iris-setosa,0.0,0.0,0.0,0.25,0.2,0.06608193019956565,0.050373142935755066,0.0,0.75,0.0,0.03772378516624042,0.0,0.0,0.0,0.020000000000000018,0.375,0.3,0.41379638224936494,0.5217391304347823,0.08406461199836146,Iris-setosa
4.9,3.0,1.4,0.2,Iris-setosa,0.0,0.0,0.0,0.25,0.2,0.06608193019956565,0.050373142935755066,0.0,0.75,0.0,0.06377799415774088,0.020000000000000018,0.0005197505197505059,0.0,0.020000000000000018,0.5,0.3,0.43196768889191994,0.6159139784946236,0.120880750550448,Iris-setosa
4.7,3.2,1.3,0.2,Iris-setosa,0.0,0.0,0.0,0.25,0.2,0.06608193019956565,0.050373142935755066,0.0,0.75,0.0,0.040442741592166986,0.0,0.0,0.0,0.020000000000000018,0.25,0.3,0.39963904899944946,0.5559038662486938,0.0996239330166131,Iris-setosa
4.6,3.1,1.5,0.2,Iris-setosa,0.0,0.0,0.0,0.25,0.2,0.06608193019956565,0.050373142935755066,0.0,0.75,0.0,0.054677206851119875,0.0,0.0,0.0,0.020000000000000018,0.25,0.3,0.409558530821011,0.5941855834328952,0.11318370082552498,Iris-setosa
5.0,3.6,1.4,0.2,Iris-setosa,0.0,0.0,0.0,0.25,0.2,0.06608193019956565,0.050373142935755066,0.0,0.75,0.0,0.057786483839373126,0.0,0.0,0.0,0.020000000000000018,0.375,0.3,0.39740324246279995,0.4799999999999998,0.1077490238719756,Iris-setosa
5.4,3.9,1.7,0.4,Iris-setosa,0.0,0.0,0.0,0.25,0.2,0.06608193019956865,0.05037314293575812,0.0,0.75,0.0,0.05480494766888666,0.0,0.0,0.0,0.040000000000000036,0.25,0.35714285714285715,0.4454026774090844,0.6315789473684209,0.08024909612107989,Iris-setosa
4.6,3.4,1.4,0.3,Iris-setosa,0.0,0.0,0.0,0.25,0.2,0.06608193019956565,0.050373142935755066,0.0,0.75,0.0,0.10091220068415041,0.0,0.0,0.0,0.020000000000000018,0.25,0.3259259259259259,0.3873917786708484,0.4924924924924925,0.08982460683209748,Iris-setosa
5.0,3.4,1.5,0.2,Iris-setosa,0.0,0.0,0.0,0.25,0.2,0.06608193019956565,0.050373142935755066,0.0,0.75,0.0,0.026210573078631727,0.0,0.0,0.0,0.020000000000000018,0.5,0.3,0.4132261671768194,0.4924924924924925,0.10009255834590913,Iris-setosa
4.4,2.9,1.4,0.2,Iris-setosa,0.0,0.0,0.0,0.25,0.2,0.06608193019956565,0.050373142935755066,0.0,0.75,0.0,0.05523513753327414,0.020000000000000018,0.07713976164680403,0.0,0.020000000000000018,0.25,0.3,0.40342688492334594,0.6218708827404479,0.11983090582932454,Iris-setosa
4.9,3.1,1.5,0.1,Iris-setosa,0.0,0.0,0.0,0.25,0.2,0.06608193019956565,0.050373142935755066,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.020000000000000018,0.5,0.27807486631016043,0.42427926760057133,0.5941855834328952,0.12274935782224405,Iris-setosa
5.4,3.7,1.5,0.2,Iris-setosa,0.0,0.0,0.0,0.25,0.2,0.06608193019956565,0.050373142935755066,0.0,0.75,0.0,0.02256645630139631,0.0,0.0,0.0,0.040000000000000036,0.375,0.3,0.4331458627880695,0.6315789473684209,0.09793073222963733,Iris-setosa
4.8,3.4,1.6,0.2,Iris-setosa,0.0,0.0,0.0,0.25,0.2,0.06608193019956565,0.050373142935755066,0.0,0.75,0.0,0.04553119730185484,0.0,0.0,0.0,0.020000000000000018,0.25,0.3,0.40016724758104066,0.4924924924924925,0.08374942797009466,Iris-setosa
4.8,3.0,1.4,0.1,Iris-setosa,0.0,0.0,0.0,0.25,0.2,0.06608193019956565,0.050373142935755066,0.0,0.75,0.0,0.06650135256988288,0.020000000000000018,0.00048274197441477984,0.0,0.020000000000000018,0.25,0.27807486631016043,0.41882357022041783,0.6159139784946236,0.12220272981644631,Iris-setosa
4.3,3.0,1.1,0.1,Iris-setosa,0.0,0.0,0.0,0.25,0.2,0.06608193019956565,0.050373142935755066,0.0,0.75,0.0,0.08150761232825854,0.020000000000000018,0.00040412204485751335,0.0,0.020000000000000018,0.25,0.27807486631016043,0.3839345448908093,0.6159139784946236,0.0927311312119391,Iris-setosa
5.8,4.0,1.2,0.2,Iris-setosa,0.0,0.0,0.0,0.25,0.2,0.06608193019956565,0.050373142935755066,0.0,0.75,0.0,0.13067484662576678,0.0,0.0,0.0,0.040000000000000036,0.25,0.3,0.36398080148906103,0.4444444444444444,0.08127773240611691,Iris-setosa
5.7,4.4,1.5,0.4,Iris-setosa,0.0,0.0,0.0,0.25,0.2,0.06608193019956565,0.050373142935755066,0.0,0.75,0.0,0.15155131264916477,0.0,0.0,0.0,0.18000000000000005,0.25,0.3138033763654418,0.3828396024307711,0.4799999999999998,0.06868255031929071,Iris-setosa
5.4,3.9,1.3,0.4,Iris-setosa,0.0,0.0,0.0,0.25,0.2,0.06608193019956565,0.05037314293575512,0.0,0.75,0.0,0.05195742377773771,0.0,0.0,0.0,0.040000000000000036,0.25,0.35555555555555557,0.4318964882931392,0.6315789473684209,0.09414046202112203,Iris-setosa
5.1,3.5,1.4,0.3,Iris-setosa,0.0,0.0,0.0,0.25,0.2,0.06608193019956565,0.050373142935755066,0.0,0.75,0.0,0.03920265780730903,0.0,0.0,0.0,0.020000000000000018,0.375,0.3259259259259259,0.4202778637308464,0.5217391304347823,0.08422030287799076,Iris-setosa
5.7,3.8,1.7,0.3,Iris-setosa,0.0,0.0,0.0,0.25,0.2,0.06608193019956687,0.05037314293575634,0.0,0.75,0.0,0.13191727221911675,0.0,0.0,0.0,0.040000000000000036,0.375,0.3259259259259259,0.4041475621963426,0.4799999999999998,0.10134509527131286,Iris-setosa
5.1,3.8,1.5,0.3,Iris-setosa,0.0,0.0,0.0,0.25,0.2,0.06608193019956565,0.050373142935755066,0.0,0.75,0.0,0.04934601664684901,0.0,0.0,0.0,0.040000000000000036,0.375,0.3259259259259259,0.4072903108539005,0.5217391304347823,0.08942131579209156,Iris-setosa
5.4,3.4,1.7,0.2,Iris-setosa,0.0,0.0,0.0,0.25,0.2,0.06608193019956587,0.05037314293575529,0.0,0.75,0.0,0.09247135842880538,0.0,0.0,0.0,0.040000000000000036,0.5,0.3,0.45841293797006244,0.6315789473684209,0.09211871025471985,Iris-setosa
5.1,3.7,1.5,0.4,Iris-setosa,0.0,0.0,0.0,0.25,0.2,0.06608193019956587,0.05037314293575523,0.0,0.75,0.0,0.07379612257661028,0.0,0.0,0.0,0.040000000000000036,0.375,0.35714285714285715,0.41997162284037415,0.5217391304347823,0.08642679108227547,Iris-setosa
4.6,3.6,1.0,0.2,Iris-setosa,0.0,0.0,0.0,0.25,0.2,0.06608193019956565,0.050373142935755066,0.0,0.75,0.0,0.12044374009508707,0.0,0.0,0.0,0.020000000000000018,0.125,0.3,0.35752085152192753,0.4421006372225884,0.08686206991653822,Iris-setosa
5.1,3.3,1.7,0.5,Iris-setosa,0.0,0.0,0.0,0.25,0.2,0.06608193020332587,0.05037314293952988,0.0,0.75,0.0,0.1374431531076301,0.0,0.0,0.0,0.020000000000000018,0.5,0.3956043956043956,0.46229931588943657,0.522273425499232,0.09406215232206694,Iris-setosa
4.8,3.4,1.9,0.2,Iris-setosa,0.0,0.0,0.0,0.25,0.2,0.06608193019956765,0.050373142935757065,0.0,0.75,0.0,0.04770318021201403,0.0,0.0,0.0,0.020000000000000018,0.25,0.3,0.41268251009630313,0.4924924924924925,0.10949757007827543,Iris-setosa
5.0,3.0,1.6,0.2,Iris-setosa,0.0,0.0,0.0,0.25,0.2,0.06608193019956565,0.05037314293575512,0.0,0.75,0.0,0.0677703052250388,0.020000000000000018,0.03378016085790925,0.0,0.020000000000000018,0.5,0.3,0.4475743432195045,0.6159139784946236,0.10576370870549634,Iris-setosa
5.0,3.4,1.6,0.4,Iris-setosa,0.0,0.0,0.0,0.25,0.2,0.0660819301995691,0.050373142935758564,0.0,0.75,0.0,0.09717153284671531,0.0,0.0,0.0,0.020000000000000018,0.5,0.35714285714285715,0.431004686004686,0.4924924924924925,0.12331992700293459,Iris-setosa
5.2,3.5,1.5,0.2,Iris-setosa,0.0,0.0,0.0,0.25,0.2,0.06608193019956565,0.050373142935755066,0.0,0.75,0.0,0.03999158071984865,0.0,0.0,0.0,0.040000000000000036,0.375,0.3,0.4294437033943557,0.5714285714285715,0.10026219173212936,Iris-setosa
5.2,3.4,1.4,0.2,Iris-setosa,0.0,0.0,0.0,0.25,0.2,0.06608193019956565,0.050373142935755066,0.0,0.75,0.0,0.04089539388721497,0.0,0.0,0.0,0.020000000000000018,0.5,0.3,0.43285834913741894,0.5714285714285715,0.10431056882939482,Iris-setosa
4.7,3.2,1.6,0.2,Iris-setosa,0.0,0.0,0.0,0.25,0.2,0.06608193019956565,0.05037314293575512,0.0,0.75,0.0,0.0479148181011535,0.0,0.0,0.0,0.020000000000000018,0.25,0.3,0.4093460087064092,0.5559038662486938,0.10875874224540039,Iris-setosa
4.8,3.1,1.6,0.2,Iris-setosa,0.0,0.0,0.0,0.25,0.2,0.06608193019956565,0.05037314293575512,0.0,0.75,0.0,0.06873252562907717,0.0,0.0,0.0,0.020000000000000018,0.25,0.3,0.42559052031614136,0.5941855834328952,0.11505387498669606,Iris-setosa
5.4,3.4,1.5,0.4,Iris-setosa,0.0,0.0,0.0,0.25,0.2,0.0660819301995701,0.05037314293575951,0.0,0.75,0.0,0.1054191363251481,0.0,0.0,0.0,0.040000000000000036,0.5,0.35714285714285715,0.465406618304639,0.6315789473684209,0.0953016500119388,Iris-setosa
5.2,4.1,1.5,0.1,Iris-setosa,0.0,0.0,0.0,0.25,0.2,0.06608193019956565,0.050373142935755066,0.0,0.75,0.0,0.11854103343465061,0.0,0.0,0.0,0.040000000000000036,0.25,0.27807486631016043,0.39550560353009817,0.5714285714285715,0.10028242189432346,Iris-setosa
5.5,4.2,1.4,0.2,Iris-setosa,0.0,0.0,0.0,0.25,0.2,0.06608193019956565,0.050373142935755066,0.0,0.75,0.0,0.11589895988112942,0.0,0.0,0.0,0.040000000000000036,0.25,0.3,0.394320003321445,0.5714285714285714,0.0867770127098112,Iris-setosa
4.9,3.1,1.5,0.1,Iris-setosa,0.0,0.0,0.0,0.25,0.2,0.06608193019956565,0.050373142935755066,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.020000000000000018,0.5,0.27807486631016043,0.42427926760057133,0.5941855834328952,0.10952637797993636,Iris-setosa
5.0,3.2,1.2,0.2,Iris-setosa,0.0,0.0,0.0,0.25,0.2,0.06608193019956565,0.050373142935755066,0.0,0.75,0.0,0.07028684037661481,0.0,0.0,0.0,0.020000000000000018,0.5,0.3,0.4200845080361173,0.5559038662486938,0.09719705995523198,Iris-setosa
5.5,3.5,1.3,0.2,Iris-setosa,0.0,0.0,0.0,0.25,0.2,0.06608193019956565,0.050373142935755066,0.0,0.75,0.0,0.09430032190872939,0.0,0.0,0.0,0.040000000000000036,0.375,0.3,0.4232295482295482,0.5714285714285714,0.1128164640121051,Iris-setosa
4.9,3.1,1.5,0.1,Iris-setosa,0.0,0.0,0.0,0.25,0.2,0.06608193019956565,0.050373142935755066,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.020000000000000018,0.5,0.27807486631016043,0.42427926760057133,0.5941855834328952,0.11094759576972935,Iris-setosa
4.4,3.0,1.3,0.2,Iris-setosa,0.0,0.0,0.0,0.25,0.2,0.06608193019956565,0.050373142935755066,0.0,0.75,0.0,0.05234391423165863,0.020000000000000018,0.00044345898004427564,0.0,0.020000000000000018,0.25,0.3,0.3989484645936259,0.6159139784946236,0.10679857412447946,Iris-setosa
5.1,3.4,1.5,0.2,Iris-setosa,0.0,0.0,0.0,0.25,0.2,0.06608193019956565,0.050373142935755066,0.0,0.75,0.0,0.026916058394160558,0.0,0.0,0.0,0.020000000000000018,0.5,0.3,0.42366094978551505,0.5217391304347823,0.09784519327677166,Iris-setosa
5.0,3.5,1.3,0.3,Iris-setosa,0.0,0.0,0.0,0.25,0.2,0.06608193019956565,0.050373142935755066,0.0,0.75,0.0,0.040271301398897674,0.0,0.0,0.0,0.020000000000000018,0.375,0.3259259259259259,0.4068538868538868,0.4799999999999998,0.08985345622063401,Iris-setosa
4.5,2.3,1.3,0.3,Iris-setosa,0.0,0.0,0.0,0.25,0.2,0.06608193019956587,0.05037314293575529,0.0,0.75,0.5,0.304171988080034,0.36,0.40062339567290073,0.0,0.020000000000000018,0.25,0.3259259259259259,0.3671957671957672,0.4444444444444444,0.1544029765204401,Iris-setosa
4.4,3.2,1.3,0.2,Iris-setosa,0.0,0.0,0.0,0.25,0.2,0.06608193019956565,0.050373142935755066,0.0,0.75,0.0,0.059574468085106136,0.0,0.0,0.0,0.020000000000000018,0.25,0.3,0.38394593653214343,0.5559038662486938,0.10791011477267298,Iris-setosa
5.0,3.5,1.6,0.6,Iris-setosa,0.0,0.0,0.0,0.25,0.2,0.06608193021203068,0.05037314294826861,0.0,0.75,0.0,0.1231447124304268,0.0,0.0,0.0,0.040000000000000036,0.375,0.3943833943833945,0.44619047619047614,0.4799999999999998,0.08213887460964653,Iris-setosa
5.1,3.8,1.9,0.4,Iris-setosa,0.0,0.0,0.0,0.25,0.2,0.0660819301997283,0.050373142935918325,0.0,0.75,0.0,0.09693558474046271,0.0,0.0,0.0,0.040000000000000036,0.375,0.35714285714285715,0.43110261071554806,0.5217391304347823,0.09134807855238469,Iris-setosa
4.8,3.0,1.4,0.3,Iris-setosa,0.0,0.0,0.0,0.25,0.2,0.06608193019956565,0.05037314293575512,0.0,0.75,0.0,0.07226849583537498,0.020000000000000018,0.0005278437582475481,0.0,0.020000000000000018,0.25,0.3259259259259259,0.4307863351243592,0.6159139784946236,0.10392301680887583,Iris-setosa
5.1,3.8,1.6,0.2,Iris-setosa,0.0,0.0,0.0,0.25,0.2,0.06608193019956565,0.050373142935755066,0.0,0.75,0.0,0.04834012813046007,0.0,0.0,0.0,0.040000000000000036,0.375,0.3,0.4043016339145713,0.5217391304347823,0.09673190281502608,Iris-setosa
4.6,3.2,1.4,0.2,Iris-setosa,0.0,0.0,0.0,0.25,0.2,0.06608193019956565,0.050373142935755066,0.0,0.75,0.0,0.04005059021922441,0.0,0.0,0.0,0.020000000000000018,0.25,0.3,0.3967631406284172,0.5559038662486938,0.09468706147308559,Iris-setosa
5.3,3.7,1.5,0.2,Iris-setosa,0.0,0.0,0.0,0.25,0.2,0.06608193019956565,0.050373142935755066,0.0,0.75,0.0,0.022908173170258395,0.0,0.0,0.0,0.040000000000000036,0.375,0.3,0.4331458627880695,0.6315789473684209,0.0846959813082675,Iris-setosa
5.0,3.3,1.4,0.2,Iris-setosa,0.0,0.0,0.0,0.25,0.2,0.06608193019956565,0.050373142935755066,0.0,0.75,0.0,0.05499116607773846,0.0,0.0,0.0,0.020000000000000018,0.5,0.3,0.41744643953196087,0.522273425499232,0.09157049263125783,Iris-setosa
7.0,3.2,4.7,1.4,Iris-versicolor,0.0,0.061224489795918324,0.0,1.0,0.8,0.11691879265430649,0.11172254059745879,0.0,0.75,0.0,0.26190476190476186,0.72,0.7133421400264199,0.0,0.9,0.625,0.3398692810457516,0.3983663554630979,0.5028735632183907,0.12964044894432958,Iris-versicolor
6.4,3.2,4.5,1.5,Iris-versicolor,0.0,0.061224489795918324,0.0,1.0,0.8,0.05650342996182367,0.05148517456300494,0.0,0.75,0.0,0.3287086446104589,0.7,0.7662144582791302,0.0,0.8200000000000001,0.625,0.3386243386243386,0.4144331618723099,0.5028735632183907,0.1324903652670083,Iris-versicolor
6.9,3.1,4.9,1.5,Iris-versicolor,0.1,0.061224489795918324,0.0,1.0,0.8,0.5647983943464729,0.5591285325015596,0.0,0.75,0.0,0.21889400921659008,0.8,0.7770470240052615,0.0,0.88,0.625,0.35195717631314816,0.4167770599552547,0.5382716049382715,0.23966792989889396,Iris-versicolor
5.5,2.3,4.0,1.3,Iris-versicolor,0.0,0.061224489795918324,0.0,1.0,0.8,0.04344012196614144,0.038465267060709685,0.0,0.75,0.0,0.16127562642369042,0.54,0.5491060494734266,0.0,0.54,0.5,0.28122192273135665,0.40939667271520763,0.5602240896358542,0.09007625053062163,Iris-versicolor
6.5,2.8,4.6,1.5,Iris-versicolor,0.1,0.061224489795918324,0.0,1.0,0.8,0.05451909667592669,0.049507315268672525,0.0,0.75,0.3333333333333333,0.5212851405622488,0.98,0.8774419082870656,0.01,0.62,0.625,0.3628205128205127,0.4533414051384098,0.6521739130434782,0.14216834116525812,Iris-versicolor
5.7,2.8,4.5,1.3,Iris-versicolor,0.0,0.061224489795918324,0.0,1.0,0.8,0.04361208353948842,0.03863664527318739,0.0,0.75,0.0,0.16161616161616177,0.43999999999999995,0.5722874320068712,0.0,0.52,0.625,0.3386243386243386,0.4668237326794218,0.6521739130434782,0.09249818562871126,Iris-versicolor
6.3,3.3,4.7,1.6,Iris-versicolor,0.3,0.061224489795918324,0.0,1.0,0.8,0.24751129059173715,0.24203844950136544,0.0,0.75,0.0,0.32748538011695916,0.88,0.7804200659607707,0.02,0.9,0.625,0.39516702203269377,0.4398352929463978,0.47185325743200507,0.17706825935780646,Iris-versicolor
4.9,2.4,3.3,1.0,Iris-versicolor,0.0,0.061224489795918324,0.0,1.0,0.8,0.043433857103081785,0.03845902345663249,0.0,0.75,0.0,0.11456310679611648,0.7,0.596388741370154,0.19,0.84,0.5,0.28327228327228327,0.39245785576430736,0.4865591397849462,0.09234027775982856,Iris-versicolor
6.6,2.9,4.6,1.3,Iris-versicolor,0.0,0.061224489795918324,0.0,1.0,0.8,0.0454466443553897,0.040465002690830365,0.0,0.75,0.0,0.2663523865645253,0.72,0.7408409658617818,0.0,0.5800000000000001,0.5,0.33862433862433866,0.43051451927842216,0.6265328874024526,0.0868140123453015,Iris-versicolor
5.2,2.7,3.9,1.4,Iris-versicolor,0.0,0.061224489795918324,0.0,1.0,0.8,0.04345204352965948,0.03847714817117004,0.0,0.75,0.5,0.34108832807570955,0.62,0.5389072847682117,0.01,0.56,0.625,0.2771241830065359,0.4412584250974344,0.601025641025641,0.0883269496240986,Iris-versicolor
5.0,2.0,3.5,1.0,Iris-versicolor,0.0,0.061224489795918324,0.0,1.0,0.8,0.043433857479015514,0.03845902383129057,0.0,0.75,0.0,0.18559252130877102,0.6599999999999999,0.5140278917145202,0.0,0.86,0.25,0.27580579355365153,0.3722259334661766,0.46950819672131133,0.05599691475668034,Iris-versicolor
5.9,3.0,4.2,1.5,Iris-versicolor,0.0,0.061224489795918324,0.0,1.0,0.8,0.04420207423848277,0.039224636955458414,0.0,0.75,0.0,0.3209798994974874,0.78,0.7438995498696993,0.0,0.54,0.5,0.2953216374269006,0.4486814978565707,0.579047619047619,0.12461295687563245,Iris-versicolor
6.0,2.2,4.0,1.0,Iris-versicolor,0.0,0.061224489795918324,0.0,1.0,0.8,0.04343502515026021,0.03846018754016506,0.0,0.75,0.0,0.41952983725135606,0.78,0.6179481075934301,0.0,0.76,0.25,0.28122192273135665,0.39691332311963884,0.5191297824456114,0.04949663708260088,Iris-versicolor
6.1,2.9,4.7,1.4,Iris-versicolor,0.1,0.061224489795918324,0.0,1.0,0.8,0.0463616319279343,0.04137691006529448,0.0,0.75,0.0,0.2209405501330971,0.84,0.8032713421465382,0.0,0.45999999999999996,0.625,0.35555555555555557,0.4675461894799987,0.6265328874024526,0.12739041501297577,Iris-versicolor
5.6,2.9,3.6,1.3,Iris-versicolor,0.0,0.061224489795918324,0.0,1.0,0.8,0.04343878141790847,0.038463931061413326,0.0,0.75,0.0,0.18587746625129808,0.36,0.2629269821372612,0.07,0.52,0.5,0.2740740740740741,0.4464537877581356,0.6265328874024526,0.08645716526899327,Iris-versicolor
6.7,3.1,4.4,1.4,Iris-versicolor,0.0,0.061224489795918324,0.0,1.0,0.8,0.04771286654469109,0.042723612602453664,0.0,0.75,0.0,0.14906518443658434,0.6599999999999999,0.6828027877189677,0.0,0.8200000000000001,0.5,0.3202185792349727,0.3982482770374631,0.5382716049382715,0.09165374377839552,Iris-versicolor
5.6,3.0,4.5,1.5,Iris-versicolor,0.0,0.061224489795918324,0.0,1.0,0.8,0.045367398998838904,0.04038602453456891,0.0,0.75,0.0,0.16219931271477606,0.74,0.7014450159196668,0.0,0.5800000000000001,0.75,0.3386243386243386,0.4630336491206057,0.579047619047619,0.14535834941478354,Iris-versicolor
5.8,2.7,4.1,1.0,Iris-versicolor,0.0,0.061224489795918324,0.0,1.0,0.8,0.043437109828000864,0.03846226514380696,0.0,0.75,0.0,0.17716115261472776,0.28,0.335344827586207,0.0,0.54,0.5,0.2871794871794871,0.4442735042735042,0.601025641025641,0.06853407272253298,Iris-versicolor
6.2,2.2,4.5,1.5,Iris-versicolor,0.3,0.061224489795918324,0.0,1.0,0.8,0.04452179491478814,0.039543275940814415,0.0,0.75,0.3333333333333333,0.5474563401670458,0.98,0.8361286774814407,0.01,0.9,0.5,0.3386243386243386,0.40688751752581537,0.4693009118541032,0.33022765253706987,Iris-versicolor
5.6,2.5,3.9,1.1,Iris-versicolor,0.0,0.061224489795918324,0.0,1.0,0.8,0.04343522254839749,0.03846038426845383,0.0,0.75,0.0,0.13658355042798664,0.36,0.4253158285855837,0.0,0.56,0.5,0.2771241830065359,0.42046815061190224,0.546583850931677,0.06756244752374108,Iris-versicolor
5.9,3.2,4.8,1.8,Iris-versicolor,0.6,1.0,0.9782608695652174,0.5,0.8,0.9071689398500443,0.9020009435274623,0.0,0.75,1.0,0.6882430647291939,0.98,0.9147706753340556,0.06,0.96,0.625,0.31746031746031744,0.4481063385804329,0.5324779470729751,0.8630489586031732,Iris-virginica
6.1,2.8,4.0,1.3,Iris-versicolor,0.0,0.061224489795918324,0.0,1.0,0.8,0.04347280746935367,0.038497841656975285,0.0,0.75,0.0,0.2699418911780246,0.5800000000000001,0.616643550624133,0.0,0.54,0.375,0.28122192273135665,0.44123736683211656,0.6521739130434782,0.07227868823260786,Iris-versicolor
6.3,2.5,4.9,1.5,Iris-versicolor,0.6,0.061224489795918324,0.0,1.0,0.8,0.06182072683186768,0.0567853299648719,0.0,0.75,0.5,0.5812655086848637,0.98,0.8434601113172544,0.01,0.96,0.625,0.3878787878787879,0.4360740340827762,0.5195402298850575,0.46276564097074724,Iris-versicolor
6.1,2.8,4.7,1.2,Iris-versicolor,0.1,0.061224489795918324,0.0,1.0,0.8,0.043808175815979955,0.03883207272343209,0.0,0.75,0.0,0.3348045397225726,0.8200000000000001,0.7316887080366226,0.0,0.5800000000000001,0.5,0.3333333333333334,0.46840089033469956,0.6521739130434782,0.08848354307419282,Iris-versicolor
6.4,2.9,4.3,1.3,Iris-versicolor,0.0,0.061224489795918324,0.0,1.0,0.8,0.043746099363487834,0.038770206687789466,0.0,0.75,0.0,0.161533196440794,0.6599999999999999,0.7185202205882353,0.0,0.54,0.375,0.30611196712891625,0.4249062877308575,0.6265328874024526,0.06946955676837896,Iris-versicolor
6.6,3.0,4.4,1.4,Iris-versicolor,0.0,0.061224489795918324,0.0,1.0,0.8,0.04606024072073345,0.04107653244700876,0.0,0.75,0.0,0.17517814726840897,0.6799999999999999,0.7229756681292382,0.0,0.72,0.5,0.3202185792349727,0.4122255230261331,0.579047619047619,0.08862881546989332,Iris-versicolor
6.8,2.8,4.8,1.4,Iris-versicolor,0.1,0.061224489795918324,0.0,1.0,0.8,0.06641361073626906,0.06136364737562672,0.0,0.75,0.0,0.4071170084439083,0.86,0.810378086419753,0.0,0.86,0.625,0.35555555555555557,0.4530726763075969,0.6521739130434782,0.15920431172553595,Iris-versicolor
6.7,3.0,5.0,1.7,Iris-versicolor,0.5,0.9795918367346939,0.6666666666666667,0.75,1.0,0.9418297485626008,0.9367662303163322,0.0,0.75,0.5,0.4914473684210525,0.96,0.8731747333880229,0.3,0.9,0.625,0.3504566210045661,0.4194205944260017,0.579047619047619,0.7793866101450599,Iris-virginica
